+*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-+
| Title: Detecting Horus Protector with YARA
| UUID: fe313fd4-bb85-482b-804c-d0929b465023
| Date: 2024-10-24
"| Author: Armstrong Techs, Research Lab"
| References: https://www.armstrongtechs.com/
| TLP:CLEAR
+*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-+

Date,Category,Type,Value,Comment
2024-10-24,Payload delivery,sha256,a0966fffef49c8a67957c0e82ec1c44740a48c9638cbecfabf2a57a862114150,
2024-10-24,Payload delivery,sha256,84deb128ce64d856ede811269d9962610c92ecc9d9fd4d07dde39a5de3a2f23d,
2024-10-24,Payload delivery,sha256,1f30164da60635eb3b981fb302db2351aa57545ceb305b5db2e8344b3675d98c,
2024-10-24,Network activity,ip-dst,144.91.79.54,
