+*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-+
| Title: Unraveling the Sophisticated Attack Leveraging VS Code for Unauthorized Access
| UUID: 1c682fe4-fbf5-4367-8b1a-2c7cf79a8030
| Date: 2024-10-22
"| Author: Armstrong Techs, Research Lab"
| References: https://www.armstrongtechs.com/
| TLP:CLEAR
+*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-+

Date,Category,Type,Value,Comment
2024-10-22,Payload delivery,sha256,281766109f2375a01bad80478fd18841eccaefc1ee9277179cc7ff075d1beae2,
2024-10-22,Payload delivery,sha256,c7f07bdfb91653f53782885a3685436e2e965e1c5f4863c03f5a9825c0364489,
2024-10-22,Network activity,url,http://requestrepo.com/r/2yxp98b3,
2024-10-22,Network activity,url,https://paste.ee/r/DQjrd/0,
